cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_meses
20076,D3,1,2020-07-31,2020-07-31,0.0
20076,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20077,D0,7,2003-01-31,2003-07-31,5.946734019179039
20077,D1,1,2004-09-30,2004-09-30,0.0
20077,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20078,D0,9,2016-12-15,2017-04-15,3.975440974147313
20078,D1,1,2004-09-30,2004-09-30,0.0
20078,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20079,D0,22,2018-06-30,2019-05-15,10.480708022752006
20079,D1,4,2019-07-31,2019-09-15,1.5113246678576562
20079,D2,8,2015-12-15,2016-03-31,3.5154725969732437
20079,D3,8,2017-01-15,2017-04-30,3.4497628288055195
20079,Sin sequia,20,2011-04-30,2012-11-30,19.055832768640013
20080,D0,19,2016-07-31,2017-04-30,8.969383354894351
20080,D1,6,2020-05-31,2020-08-15,2.496971190373519
20080,Sin sequia,39,2011-04-30,2014-04-15,35.51612969465492
20081,D0,17,2020-09-30,2021-05-31,7.983736832378488
20081,D1,18,2018-08-15,2019-04-30,8.47656009363642
20081,D2,7,2003-01-31,2003-07-31,5.946734019179039
20081,Sin sequia,36,2011-07-31,2014-04-15,32.49348035893961
20082,D0,11,2018-12-15,2019-05-15,4.9610874966631755
20082,D1,17,2015-08-31,2016-04-30,7.983736832378488
20082,D2,17,2020-08-31,2021-04-30,7.950881948294626
20082,D3,2,2020-07-31,2020-08-15,0.49282326125793136
20082,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20083,D0,9,2016-12-15,2017-04-15,3.975440974147313
20083,D1,1,2004-09-30,2004-09-30,0.0
20083,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20084,D0,7,2003-01-31,2003-07-31,5.946734019179039
20084,D1,1,2011-03-31,2011-03-31,0.0
20084,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20085,D0,17,2015-06-30,2016-02-29,8.01659171646235
20085,D1,6,2017-02-28,2017-05-15,2.496971190373519
20085,D2,6,2020-05-31,2020-08-15,2.496971190373519
20085,Sin sequia,16,2008-04-30,2009-07-31,15.014682026324977
20086,D0,27,2017-06-30,2018-07-31,13.010534097209389
20086,D1,19,2016-07-31,2017-04-30,8.969383354894351
20086,D2,7,2022-11-30,2023-02-28,2.9569395675475882
20086,Sin sequia,26,2011-06-30,2013-07-31,25.035421671902913
20087,D0,9,2016-12-15,2017-04-15,3.975440974147313
20087,D1,1,2004-09-30,2004-09-30,0.0
20087,Sin sequia,99,2011-07-31,2016-11-30,64.03416907944721
20088,D0,17,2017-07-31,2018-03-31,7.983736832378488
20088,D1,27,2015-06-30,2016-07-31,13.04338898129325
20088,D2,19,2022-07-31,2023-05-15,9.462206616152283
20088,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20089,D0,13,2020-09-30,2021-03-31,5.979588903262901
20089,D1,6,2018-12-15,2019-02-28,2.464116306289657
20089,D2,7,2003-01-31,2003-07-31,5.946734019179039
20089,Sin sequia,36,2011-07-31,2014-04-15,32.49348035893961
20090,D0,10,2021-09-30,2022-02-15,4.533974003572968
20090,D1,19,2022-08-15,2023-05-31,9.495061500236144
20090,D2,17,2020-08-31,2021-04-30,7.950881948294626
20090,D3,2,2020-07-31,2020-08-15,0.49282326125793136
20090,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20091,D0,7,2003-01-31,2003-07-31,5.946734019179039
20091,D1,1,2004-09-30,2004-09-30,0.0
20091,Sin sequia,99,2011-07-31,2016-11-30,64.03416907944721
20092,D0,7,2003-01-31,2003-07-31,5.946734019179039
20092,D1,1,2004-09-30,2004-09-30,0.0
20092,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20093,D0,16,2016-09-15,2017-04-30,7.4580586870366945
20093,D1,5,2020-07-15,2020-09-15,2.0370028131994498
20093,D2,7,2003-01-31,2003-07-31,5.946734019179039
20093,Sin sequia,47,2011-07-31,2014-09-30,38.01310088502844
20094,D0,17,2016-09-15,2017-05-15,7.950881948294626
20094,D1,3,2020-07-15,2020-08-15,1.0185014065997249
20094,Sin sequia,71,2011-07-31,2015-09-30,50.005133575638105
20095,D0,14,2016-07-31,2017-02-15,6.538121932688556
20095,D1,12,2020-05-15,2020-10-31,5.552475410172693
20095,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20096,D0,9,2017-06-15,2017-10-15,4.008295858231175
20096,D1,7,2003-01-31,2003-07-31,5.946734019179039
20096,Sin sequia,47,2013-07-31,2015-09-30,25.988213310334913
20097,D0,7,2003-01-31,2003-07-31,5.946734019179039
20097,D1,1,2005-01-31,2005-01-31,0.0
20097,Sin sequia,89,2011-07-31,2016-06-30,59.00737181461631
20098,D0,5,2009-03-31,2009-07-31,4.008295858231175
20098,D1,8,2009-08-31,2010-03-31,6.965235425778763
20098,D2,1,2016-07-15,2016-07-15,0.0
20098,D3,3,2016-07-31,2016-08-31,1.0185014065997249
20098,Sin sequia,43,2011-09-30,2014-08-31,35.02330643339699
20099,D0,24,2019-05-31,2020-05-15,11.499209429351732
20099,D1,4,2016-09-15,2016-10-31,1.5113246678576562
20099,D2,7,2003-01-31,2003-07-31,5.946734019179039
20099,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20100,D0,8,2009-11-30,2010-06-30,6.965235425778763
20100,D1,1,2004-10-31,2004-10-31,0.0
20100,Sin sequia,88,2011-07-31,2016-06-15,58.51454855335839
20101,D0,11,2023-01-15,2023-06-30,5.453910757921107
20101,D1,6,2020-05-31,2020-08-15,2.496971190373519
20101,Sin sequia,102,2011-04-30,2016-11-30,67.05681841516252
20102,D0,7,2003-01-31,2003-07-31,5.946734019179039
20102,D1,1,2004-09-30,2004-09-30,0.0
20102,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20103,D0,9,2016-12-15,2017-04-15,3.975440974147313
20103,D1,1,2004-09-30,2004-09-30,0.0
20103,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20104,D0,15,2017-12-31,2018-07-31,6.965235425778763
20104,D1,13,2016-10-15,2017-04-15,5.979588903262901
20104,D2,11,2022-11-30,2023-05-15,5.453910757921107
20104,Sin sequia,72,2011-06-30,2015-09-30,51.02363498223783
20105,D0,19,2017-07-15,2018-04-15,9.002238238978213
20105,D1,18,2018-08-15,2019-04-30,8.47656009363642
20105,D2,7,2003-01-31,2003-07-31,5.946734019179039
20105,Sin sequia,36,2011-07-31,2014-04-15,32.49348035893961
20106,D0,16,2017-01-31,2017-09-15,7.4580586870366945
20106,D1,4,2018-08-31,2018-10-15,1.4784697837737941
20106,D2,7,2003-01-31,2003-07-31,5.946734019179039
20106,Sin sequia,47,2011-07-31,2014-09-30,38.01310088502844
20107,D0,9,2016-12-15,2017-04-15,3.975440974147313
20107,D1,1,2004-09-30,2004-09-30,0.0
20107,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20108,D0,21,2015-06-30,2016-04-30,10.020739645577939
20108,D1,17,2016-08-15,2017-04-15,7.983736832378488
20108,D2,11,2022-11-30,2023-05-15,5.453910757921107
20108,Sin sequia,65,2011-06-30,2015-06-15,47.50816238526458
20109,D0,11,2019-05-31,2019-10-31,5.0267972648309
20109,D1,3,2011-04-30,2011-06-30,2.0041479291155877
20109,D2,7,2003-01-31,2003-07-31,5.946734019179039
20109,Sin sequia,77,2013-07-31,2016-12-31,41.03575022074375
20110,D0,27,2017-06-30,2018-07-31,13.010534097209389
20110,D1,19,2015-09-15,2016-06-15,9.002238238978213
20110,D2,7,2022-11-30,2023-02-28,2.9569395675475882
20110,Sin sequia,26,2011-06-30,2013-07-31,25.035421671902913
20111,D0,21,2021-09-30,2022-07-31,9.987884761494076
20111,D1,17,2015-08-31,2016-04-30,7.983736832378488
20111,D2,11,2020-06-15,2020-11-15,5.0267972648309
20111,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20112,D0,8,2004-10-31,2005-05-31,6.965235425778763
20112,D1,1,2004-09-30,2004-09-30,0.0
20112,Sin sequia,138,2011-06-30,2018-06-30,84.00993860243537
20113,D0,17,2015-06-30,2016-02-29,8.01659171646235
20113,D1,6,2017-02-28,2017-05-15,2.496971190373519
20113,D2,4,2020-06-30,2020-08-15,1.5113246678576562
20113,Sin sequia,16,2008-04-30,2009-07-31,15.014682026324977
20114,D0,4,2005-02-28,2005-05-31,3.0226493357153124
20114,D1,1,2004-10-31,2004-10-31,0.0
20114,Sin sequia,89,2011-07-31,2016-06-30,59.00737181461631
20115,D0,9,2016-12-15,2017-04-15,3.975440974147313
20115,D1,1,2004-09-30,2004-09-30,0.0
20115,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20116,D0,9,2004-09-30,2005-05-31,7.983736832378488
20116,D1,10,2009-08-31,2010-05-31,8.969383354894351
20116,D2,5,2016-07-15,2016-09-15,2.0370028131994498
20116,Sin sequia,65,2011-09-30,2015-07-31,45.996837717406926
20117,D0,17,2015-06-30,2016-02-29,8.01659171646235
20117,D1,6,2017-02-28,2017-05-15,2.496971190373519
20117,D2,4,2020-06-30,2020-08-15,1.5113246678576562
20117,Sin sequia,16,2008-04-30,2009-07-31,15.014682026324977
20118,D0,8,2004-10-31,2005-05-31,6.965235425778763
20118,D1,1,2004-09-30,2004-09-30,0.0
20118,Sin sequia,140,2011-06-30,2018-07-31,85.0284400090351
20119,D0,17,2015-06-30,2016-02-29,8.01659171646235
20119,D1,17,2016-08-15,2017-04-15,7.983736832378488
20119,D2,7,2022-11-30,2023-02-28,2.9569395675475882
20119,Sin sequia,25,2011-07-31,2013-07-31,24.016920265303188
20120,D0,4,2003-04-30,2003-07-31,3.0226493357153124
20120,D1,1,2005-01-31,2005-01-31,0.0
20120,Sin sequia,89,2011-07-31,2016-06-30,59.00737181461631
20121,D0,20,2016-12-31,2017-10-15,9.462206616152283
20121,D1,7,2003-01-31,2003-07-31,5.946734019179039
20121,Sin sequia,41,2013-07-31,2015-06-30,22.965563974619602
20122,D0,14,2020-01-31,2020-08-15,6.472412164520832
20122,D1,8,2017-01-15,2017-04-30,3.4497628288055195
20122,Sin sequia,25,2011-04-30,2013-04-30,24.016920265303188
20123,D0,17,2016-08-15,2017-04-15,7.983736832378488
20123,D1,10,2022-12-15,2023-05-15,4.9610874966631755
20123,Sin sequia,92,2011-06-30,2016-07-31,61.04437462781576
20124,D0,17,2018-09-15,2019-05-15,7.950881948294626
20124,D1,4,2005-01-31,2005-04-30,2.924084683463726
20124,D2,3,2015-09-30,2015-10-31,1.0185014065997249
20124,D3,8,2015-12-15,2016-03-31,3.5154725969732437
20124,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20125,D0,17,2018-10-31,2019-06-30,7.950881948294626
20125,D1,9,2017-01-15,2017-05-15,3.942586090063451
20125,Sin sequia,25,2011-04-30,2013-04-30,24.016920265303188
20126,D0,8,2004-10-31,2005-05-31,6.965235425778763
20126,D1,6,2017-02-28,2017-05-15,2.496971190373519
20126,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20127,D0,20,2017-06-30,2018-04-15,9.495061500236144
20127,D1,17,2016-08-15,2017-04-15,7.983736832378488
20127,D2,7,2022-11-30,2023-02-28,2.9569395675475882
20127,Sin sequia,25,2011-07-31,2013-07-31,24.016920265303188
20128,D0,8,2009-11-30,2010-06-30,6.965235425778763
20128,D1,2,2008-05-31,2008-06-30,0.9856465225158627
20128,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20129,D0,30,2016-06-30,2017-09-15,14.521858765067044
20129,D1,3,2022-07-15,2022-08-15,1.0185014065997249
20129,D2,7,2003-01-31,2003-07-31,5.946734019179039
20129,Sin sequia,41,2013-07-31,2015-06-30,22.965563974619602
20130,D0,13,2020-09-30,2021-03-31,5.979588903262901
20130,D1,5,2005-01-31,2005-05-31,3.942586090063451
20130,D2,10,2015-11-15,2016-03-31,4.501119119489107
20130,D3,8,2017-01-15,2017-04-30,3.4497628288055195
20130,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20131,D0,7,2004-11-30,2005-05-31,5.979588903262901
20131,D1,2,2004-09-30,2004-10-31,1.0185014065997249
20131,Sin sequia,87,2011-06-30,2016-05-15,58.51454855335839
20132,D0,9,2016-12-15,2017-04-15,3.975440974147313
20132,D1,1,2004-09-30,2004-09-30,0.0
20132,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20133,D0,27,2017-06-30,2018-07-31,13.010534097209389
20133,D1,22,2018-11-30,2019-10-15,10.480708022752006
20133,D2,19,2022-07-31,2023-05-15,9.462206616152283
20133,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20134,D0,5,2004-08-31,2004-12-31,4.008295858231175
20134,D1,15,2009-04-30,2010-06-30,13.996180619725251
20134,D2,3,2016-08-15,2016-09-15,1.0185014065997249
20134,Sin sequia,32,2011-09-30,2014-03-15,29.470831023224296
20135,D0,7,2003-01-31,2003-07-31,5.946734019179039
20135,D1,2,2022-12-15,2022-12-31,0.5256781453417935
20135,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20136,D0,8,2009-09-30,2010-04-30,6.965235425778763
20136,D1,7,2003-01-31,2003-07-31,5.946734019179039
20136,D2,1,2016-07-15,2016-07-15,0.0
20136,D3,3,2016-07-31,2016-08-31,1.0185014065997249
20136,Sin sequia,43,2011-09-30,2014-08-31,35.02330643339699
20137,D0,25,2017-07-31,2018-07-31,11.992032690609664
20137,D1,20,2016-07-31,2017-05-15,9.462206616152283
20137,D2,16,2020-06-15,2021-01-31,7.556623339288281
20137,Sin sequia,26,2011-06-30,2013-07-31,25.035421671902913
20138,D0,4,2004-09-30,2004-12-31,3.0226493357153124
20138,D1,1,2005-01-31,2005-01-31,0.0
20138,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20139,D0,9,2004-09-30,2005-05-31,7.983736832378488
20139,D1,7,2003-01-31,2003-07-31,5.946734019179039
20139,D2,1,2016-07-15,2016-07-15,0.0
20139,D3,3,2016-07-31,2016-08-31,1.0185014065997249
20139,Sin sequia,128,2016-12-15,2022-03-31,63.47563605002156
20140,D0,16,2016-09-15,2017-04-30,7.4580586870366945
20140,D1,7,2003-01-31,2003-07-31,5.946734019179039
20140,Sin sequia,47,2013-07-31,2015-09-30,25.988213310334913
20141,D0,14,2018-03-31,2018-10-15,6.505267048604694
20141,D1,5,2005-01-31,2005-05-31,3.942586090063451
20141,D2,16,2015-11-15,2016-06-30,7.490913571120557
20141,D3,1,2017-04-30,2017-04-30,0.0
20141,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20142,D0,10,2009-09-30,2010-06-30,8.969383354894351
20142,D1,7,2003-01-31,2003-07-31,5.946734019179039
20142,Sin sequia,71,2011-09-30,2015-10-31,49.01948705312224
20143,D0,14,2018-03-31,2018-10-15,6.505267048604694
20143,D1,5,2005-01-31,2005-05-31,3.942586090063451
20143,D2,9,2016-12-31,2017-04-30,3.942586090063451
20143,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20144,D0,16,2016-09-15,2017-04-30,7.4580586870366945
20144,D1,13,2020-06-30,2020-12-31,6.045298671430625
20144,Sin sequia,71,2011-07-31,2015-09-30,50.005133575638105
20145,D0,8,2004-10-31,2005-05-31,6.965235425778763
20145,D1,1,2004-09-30,2004-09-30,0.0
20145,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20146,D0,8,2004-10-31,2005-05-31,6.965235425778763
20146,D1,4,2021-12-31,2022-02-15,1.5113246678576562
20146,Sin sequia,64,2014-03-31,2016-11-15,31.540688720507607
20147,D0,16,2016-09-15,2017-04-30,7.4580586870366945
20147,D1,12,2020-07-15,2020-12-31,5.552475410172693
20147,Sin sequia,71,2011-07-31,2015-09-30,50.005133575638105
20148,D0,15,2015-07-31,2016-02-29,6.998090309862626
20148,D1,6,2017-02-28,2017-05-15,2.496971190373519
20148,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20149,D0,21,2016-06-30,2017-04-30,9.987884761494076
20149,D1,10,2019-05-31,2019-10-15,4.501119119489107
20149,D2,4,2020-06-30,2020-08-15,1.5113246678576562
20149,Sin sequia,39,2011-04-30,2014-04-15,35.51612969465492
20150,D0,18,2016-12-15,2017-08-31,8.509414977720281
20150,D1,2,2016-08-15,2016-08-31,0.5256781453417935
20150,Sin sequia,71,2011-07-31,2015-09-30,50.005133575638105
20151,D0,27,2016-07-31,2017-08-31,13.010534097209389
20151,D1,4,2018-08-31,2018-10-15,1.4784697837737941
20151,D2,7,2003-01-31,2003-07-31,5.946734019179039
20151,Sin sequia,67,2011-09-30,2015-08-31,47.01533912400665
20152,D0,19,2015-07-31,2016-04-30,9.002238238978213
20152,D1,18,2018-08-15,2019-04-30,8.47656009363642
20152,D2,7,2003-01-31,2003-07-31,5.946734019179039
20152,Sin sequia,26,2003-10-31,2005-12-31,26.021068194418778
20153,D0,20,2015-06-30,2016-04-15,9.527916384320006
20153,D1,6,2017-02-28,2017-05-15,2.496971190373519
20153,D2,6,2020-05-31,2020-08-15,2.496971190373519
20153,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20154,D0,8,2004-10-31,2005-05-31,6.965235425778763
20154,D1,6,2017-02-28,2017-05-15,2.496971190373519
20154,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20155,D0,21,2016-06-30,2017-04-30,9.987884761494076
20155,D1,11,2023-01-15,2023-06-30,5.453910757921107
20155,D2,4,2020-06-30,2020-08-15,1.5113246678576562
20155,Sin sequia,39,2011-04-30,2014-04-15,35.51612969465492
20156,D0,8,2009-11-30,2010-06-30,6.965235425778763
20156,D1,2,2008-05-31,2008-06-30,0.9856465225158627
20156,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20157,D0,7,2003-01-31,2003-07-31,5.946734019179039
20157,D1,1,2004-09-30,2004-09-30,0.0
20157,Sin sequia,99,2011-07-31,2016-11-30,64.03416907944721
20158,D0,17,2017-07-31,2018-03-31,7.983736832378488
20158,D1,21,2016-07-31,2017-05-31,9.987884761494076
20158,D2,13,2022-11-30,2023-06-15,6.472412164520832
20158,D3,2,2020-07-31,2020-08-15,0.49282326125793136
20158,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20159,D0,20,2015-06-30,2016-04-15,9.527916384320006
20159,D1,6,2017-02-28,2017-05-15,2.496971190373519
20159,D2,8,2020-05-31,2020-09-15,3.5154725969732437
20159,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20160,D0,19,2020-07-31,2021-04-30,8.969383354894351
20160,D1,10,2018-12-15,2019-04-30,4.468264235405244
20160,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20160,D3,7,2003-01-31,2003-07-31,5.946734019179039
20160,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20161,D0,7,2003-01-31,2003-07-31,5.946734019179039
20161,D1,16,2016-09-30,2017-05-15,7.4580586870366945
20161,Sin sequia,47,2013-07-31,2015-09-30,25.988213310334913
20162,D0,8,2004-10-31,2005-05-31,6.965235425778763
20162,D1,1,2004-09-30,2004-09-30,0.0
20162,Sin sequia,110,2011-06-30,2017-04-30,70.01375798271012
20163,D0,10,2009-09-30,2010-06-30,8.969383354894351
20163,D1,7,2003-01-31,2003-07-31,5.946734019179039
20163,Sin sequia,71,2011-09-30,2015-10-31,49.01948705312224
20164,D0,11,2022-11-30,2023-05-15,5.453910757921107
20164,D1,10,2018-12-15,2019-04-30,4.468264235405244
20164,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20164,D3,7,2003-01-31,2003-07-31,5.946734019179039
20164,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20165,D0,9,2020-05-15,2020-09-15,4.041150742315037
20165,D1,4,2011-03-31,2011-06-30,2.9897944516314503
20165,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20165,D3,7,2003-01-31,2003-07-31,5.946734019179039
20165,Sin sequia,32,2008-07-31,2011-02-28,30.94930080699809
20166,D0,12,2014-10-31,2015-04-15,5.453910757921107
20166,D1,15,2009-04-30,2010-06-30,13.996180619725251
20166,D2,4,2016-07-15,2016-08-31,1.5441795519415182
20166,Sin sequia,32,2011-09-30,2014-03-15,29.470831023224296
20167,D0,8,2004-10-31,2005-05-31,6.965235425778763
20167,D1,6,2017-02-28,2017-05-15,2.496971190373519
20167,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20168,D0,14,2022-06-30,2023-01-15,6.538121932688556
20168,D1,17,2015-08-31,2016-04-30,7.983736832378488
20168,D2,12,2016-11-30,2017-05-15,5.453910757921107
20168,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20169,D0,5,2004-08-31,2004-12-31,4.008295858231175
20169,D1,15,2009-04-30,2010-06-30,13.996180619725251
20169,D2,1,2006-10-31,2006-10-31,0.0
20169,Sin sequia,62,2016-09-30,2019-04-15,30.45647754574016
20170,D0,8,2004-10-31,2005-05-31,6.965235425778763
20170,D1,4,2021-12-31,2022-02-15,1.5113246678576562
20170,Sin sequia,89,2011-04-30,2016-05-15,60.51869648247397
20171,D0,5,2004-08-31,2004-12-31,4.008295858231175
20171,D1,14,2009-04-30,2010-05-31,13.010534097209389
20171,D2,1,2016-09-15,2016-09-15,0.0
20171,Sin sequia,65,2011-09-30,2015-07-31,45.996837717406926
20172,D0,19,2015-07-31,2016-04-30,9.002238238978213
20172,D1,22,2022-04-15,2023-02-28,10.480708022752006
20172,Sin sequia,47,2011-07-31,2014-09-30,38.01310088502844
20173,D0,9,2004-09-30,2005-05-31,7.983736832378488
20173,D1,4,2016-10-15,2016-11-30,1.5113246678576562
20173,D2,3,2016-07-31,2016-08-31,1.0185014065997249
20173,Sin sequia,64,2011-07-31,2015-06-15,46.48966097866486
20174,D0,9,2016-12-15,2017-04-15,3.975440974147313
20174,D1,1,2004-09-30,2004-09-30,0.0
20174,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20175,D0,7,2003-01-31,2003-07-31,5.946734019179039
20175,D1,11,2016-12-15,2017-05-15,4.9610874966631755
20175,D2,7,2016-07-31,2016-10-31,3.0226493357153124
20175,Sin sequia,24,2011-07-31,2013-06-30,22.998418858703463
20176,D0,34,2016-09-15,2018-01-31,16.526006694182634
20176,D1,7,2003-01-31,2003-07-31,5.946734019179039
20176,Sin sequia,41,2013-07-31,2015-06-30,22.965563974619602
20177,D0,15,2014-09-15,2015-04-15,6.965235425778763
20177,D1,7,2003-01-31,2003-07-31,5.946734019179039
20177,D2,7,2016-09-15,2016-12-15,2.9897944516314503
20177,D3,2,2016-08-15,2016-08-31,0.5256781453417935
20177,Sin sequia,23,2011-07-31,2013-05-31,22.012772336187602
20178,D0,7,2003-01-31,2003-07-31,5.946734019179039
20178,D1,1,2011-03-31,2011-03-31,0.0
20178,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20179,D0,7,2003-01-31,2003-07-31,5.946734019179039
20179,D1,13,2016-10-15,2017-04-15,5.979588903262901
20179,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20180,D0,5,2008-02-29,2008-06-30,4.008295858231175
20180,D1,15,2015-09-30,2016-04-30,6.998090309862626
20180,D2,11,2016-11-30,2017-04-30,4.9610874966631755
20180,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20181,D0,16,2017-01-15,2017-08-31,7.490913571120557
20181,D1,4,2011-03-31,2011-06-30,2.9897944516314503
20181,D3,7,2003-01-31,2003-07-31,5.946734019179039
20181,Sin sequia,77,2013-07-31,2016-12-31,41.03575022074375
20182,D0,12,2014-10-31,2015-04-15,5.453910757921107
20182,D1,7,2003-01-31,2003-07-31,5.946734019179039
20182,D2,1,2016-07-15,2016-07-15,0.0
20182,D3,3,2016-07-31,2016-08-31,1.0185014065997249
20182,Sin sequia,128,2016-12-15,2022-03-31,63.47563605002156
20183,D0,22,2019-05-31,2020-04-15,10.513562906835869
20183,D1,10,2018-12-15,2019-04-30,4.468264235405244
20183,D2,7,2003-01-31,2003-07-31,5.946734019179039
20183,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20184,D0,6,2007-04-30,2007-09-30,5.0267972648309
20184,D1,15,2009-04-30,2010-06-30,13.996180619725251
20184,D2,3,2019-04-30,2019-05-31,1.0185014065997249
20184,D3,2,2019-09-30,2019-10-15,0.49282326125793136
20184,Sin sequia,32,2011-09-30,2014-03-15,29.470831023224296
20185,D0,33,2021-09-15,2023-01-15,16.000328548840837
20185,D1,17,2015-08-31,2016-04-30,7.983736832378488
